"","School.Name","County.x","Urban.Rural","Classification","X19.21.Difference.in.Math","X19.21.Difference.in.English","All.Students.English.Achievement","All.Students.Math.Achievement","X2021.All.Students.English.Achievement","X2021.All.Students.Math.Achievement","American.Indian.Alaskan.English.Achievement","American.Indian.Alaskan.Math.Achievement","Asian.Pacific.Islander.English.Achievement","Asian.Pacific.Islander.Math.Achievement","Black.English.Achievement","Black.Math.Achievement","Economically.Disadvantaged.English.Achievement","Economically.Disadvantaged.Math.Achievement","Hispanic.English.Achievement","Hispanic.Math.Achievement","White.English.Achievement","White.Math.Achievement","Students.With.Disability.English.Achievement","Students.With.Disability.Math.Achievement","X2021.American.Indian.Alaskan.English.Achievement","X2021.American.Indian.Alaskan.Math.Achievement","X2021.Asian.Pacific.Islander.English.Achievement","X2021.Asian.Pacific.Islander.Math.Achievement","X2021.Black.English.Achievement","X2021.Black.Math.Achievement","X2021.Economically.Disadvantaged.English.Achievement","X2021.Economically.Disadvantaged.Math.Achievement","X2021.Hispanic.English.Achievement","X2021.Hispanic.Math.Achievement","X2021.White.English.Achievement","X2021.White.Math.Achievement","X2021.Students.With.Disability.English.Achievement","X2021.Students.With.Disability.Math.Achievement","County.y","BS","MS","S","phd","Total","Post.Grad.Percentage","Total.Students.Enrolled","Teacher.Student.Ratio","White.Percentage","Black.Percentage","Econ.Disadvantaged.Percentage","County","Avg..Annual.Salaries.Administrators","Avg..Annual.Salaries.Teachers","Avg..Annual.Salaries.Support.Personnel","Absent...5D.Percentage","Absent.6D.15D.Percentage","Absent..15D.Percentage","id","amount","school_ppe_21","direct_cert_perc","mobility","ENROLL_PCT_GIFTED","u.r_dummy","growth.rate.math"
"1057","Level Grove Elementary School","Habersham County","Rural","E",-11.37,-16.89,70.92,73.77,54.03,62.4,0,0,0,0,0,0,60.86,67.44,53.29,62.5,79.29,78.98,39,48,0,0,0,0,0,0,43.64,52.8,44.31,55.07,59.86,68.32,18.89,30,"Habersham County",11,19,21,1,52,0.788461538461538,514,9.88461538461538,58.2,2.9,61.3,"Habersham County",81620.61,60574.16,61456.37,58.8,36.8,4.5,1,5209616.54,12394.7802734375,29.3999996185303,12.9,4.2,0,-11.37
"1058","Lewis Elementary School","Cobb County","Urban","E",-24.84,-23.88,39.29,30.53,15.41,5.69,0,0,0,0,39.19,29.74,39.29,30.53,64.62,70,85.84,87.05,50,53.14,0,0,0,0,15.63,5.91,15.41,5.69,46.94,46.94,77.18,72.28,32.86,34.29,"Cobb County",25,31,11,2,69,0.63768115942029,342,4.95652173913043,2.9,94.4,100,"Cobb County",199586.15,123709.91,145332.37,86.5,9.9,3.5,1,6160568.26,13223.8095703125,19.1000003814697,13.3,8.6,1,-24.84
"1059","Lewis Frasier Middle School","Liberty County","Urban","M",-20.99,-14.59,67.05,64.53,52.46,43.54,0,0,0,0,62.57,57.11,62.44,59.32,62.5,62.62,77.61,79.09,26.92,24.52,0,0,0,0,43.87,34.58,52.46,43.54,54.28,51.43,71.01,56.45,13.42,21.96,"Liberty County",20,24,10,0,54,0.62962962962963,931,17.2407407407407,15.6,57.1,99.9,"Liberty County",96307.16,61758.87,78682.66,52.2,26.7,21.1,1,7095843.37999999,10233.2099609375,39.0999984741211,21.4,10.4,1,-20.99
"1060","Lewiston Elementary School","Columbia County","Urban","E",0.929999999999993,-0.799999999999997,93.85,96.03,93.05,96.96,0,0,0,0,76.49,67.64,77.02,81.04,100,100,97.02,100,40.91,45.46,0,0,0,0,82.51,77.51,79.33,80.67,0,0,95.15,0,52.94,67.64,"Columbia County",13,25,14,0,52,0.75,794,15.2692307692308,61.6,18.5,21.8,"Columbia County",99743,64879.54,62747.18,52.4,36.3,11.3,1,6845059.33,10433.1904296875,8.80000019073486,9.8,10.1,1,0.929999999999993
"1061","Liberty County High School","Liberty County","Urban","H",-13.01,-9.39000000000001,69.76,50.85,60.37,37.84,0,0,0,52.63,60.15,44.47,61.1,45.38,83.79,60.91,82.07,56.81,24,17.77,0,0,0,0,52.78,29.76,60.37,37.84,75.01,43.94,65.95,46.2,16.13,20.21,"Liberty County",22,34,22,1,79,0.721518987341772,1141,14.4430379746835,30.9,49,100,"Liberty County",99401.72,66287.1,70499.62,28.6,28.7,42.8,1,10173894.56,10845.0595703125,27.2000007629395,10.8,6.8,1,-13.01
"1062","Liberty Elementary School","Cherokee County","Urban","E",-4.43000000000001,-9.78,74.01,76.2,64.23,71.77,0,0,0,0,60.71,62.5,74.01,76.2,75.29,89.41,77.79,80.28,38.78,45.92,0,0,0,0,48.21,50,64.23,71.77,52.64,60,68.05,75.75,21.05,35.53,"Cherokee County",48,92,29,2,171,0.719298245614035,621,3.63157894736842,69.1,13.7,100,"Cherokee County",287342.91,186983.68,198289.06,43,39.9,17.1,1,8772499.25,10892.2099609375,13,10.1,5.5,1,-4.43000000000001
"1063","Liberty Middle School","Forsyth County","Urban","M",-25.78,-18.28,46.22,50.62,27.94,24.84,0,0,100,100,42.11,46.4,42.72,48.16,50.84,54.66,58.1,61.91,22.88,29.61,0,0,99.19,98.33,24.71,22.52,25.59,24.11,19.61,23.53,45,31.25,15.39,17.19,"Forsyth County",50,54,28,1,133,0.62406015037594,1068,8.03007518796992,11.6,70.4,85.6,"Forsyth County",181043.01,117903.45,139229.39,36,30.9,33.1,1,9752119.53,8988.830078125,6,6.8,15.4,1,-25.78
"1064","Liberty Point Elementary School","Fulton County","Urban","E",-16.07,-17.97,70.3,75.09,52.33,59.02,0,0,0,0,70.82,74.61,70.3,75.09,59.52,83.34,0,0,57.27,57.27,0,0,0,0,51.67,56.94,52.33,59.02,0,0,0,0,32.14,33.34,"Fulton County",16,38,8,0,62,0.741935483870968,732,11.8064516129032,0.7,89.9,100,"Fulton County",95477.93,63965.58,77506.8,24.7,33.1,42.2,1,7363948.72,13249.830078125,52,15.6,6.3,1,-16.07
"1065","Liberty Tech Charter Academy","State Charter Schools II- Liberty Tech Charter Academy","","E",3.87,-0.170000000000002,80.17,64.88,80,68.75,0,0,0,0,62.2,45.12,65.39,42,0,0,92.31,74.97,47.06,35.28,0,0,0,0,0,0,0,0,0,0,78.57,76.2,0,0,"State Charter Schools II- Liberty Tech Charter Academy",11,15,2,0,28,0.607142857142857,435,15.5357142857143,60,26.4,8.3,"State Charter Schools II- Liberty Tech Charter Academy",72277.75,60504.57,51000,61.6,31,7.4,1,4422884.47,10606.4404296875,14.1000003814697,6,6.5,NA,3.87
"1066","Lilburn Elementary School","Gwinnett County","Urban","E",-22.66,-19.32,66.72,72.55,47.4,49.89,0,0,98.27,100,71.35,74.72,63.66,69.01,59.2,66.3,86.36,83.33,17.44,27.93,0,0,71.44,67.85,43.25,47.3,44.29,49.06,43.17,46.87,72.5,70,12.3,17.51,"Gwinnett County",37,40,18,2,97,0.618556701030928,1432,14.7628865979381,4.9,9.9,81.8,"Gwinnett County",93071.9,62120.24,76064.25,61.9,25.1,13.1,1,12508238.84,11155.73046875,29.7999992370605,15.1,6.9,1,-22.66
"1067","Lilburn Middle School","Gwinnett County","Urban","M",-24.42,-8.16,54.14,61.63,45.98,37.21,0,0,87.97,99.64,58.11,60.83,51.83,59.77,48.75,56.55,75.53,84.38,15.14,27.57,0,0,80.01,71.11,51.94,34.04,43.82,35.59,41.45,34.31,79.55,56.83,15.97,13.41,"Gwinnett County",42,54,19,8,123,0.658536585365854,2146,17.4471544715447,2.2,13.6,89,"Gwinnett County",96037.16,61058.76,66902.8,67,18,15,1,15036627.52,9315.900390625,32.5999984741211,12.7,8.5,1,-24.42
"1068","Lillian C. Poole Elementary School","Paulding County","Urban","E",-8.75999999999999,-8.52,66.76,74.1,58.24,65.34,0,0,0,0,56.99,61.64,55.1,63.43,78.13,75.01,69.08,79.66,27.67,37.24,0,0,0,0,57.15,50,51.31,48.05,0,0,62.99,71.64,27.15,37.14,"Paulding County",14,12,7,0,33,0.575757575757576,479,14.5151515151515,60.3,22.3,47.6,"Paulding County",94267.99,62413.97,65816.67,46.6,39.9,13.6,1,4435541.18,12136.2099609375,30.7000007629395,23.2,5,1,-8.75999999999999
"1069","Lin Elementary School","Atlanta Public Schools","","E",-7.68000000000001,-8.47,100,100,91.53,92.32,0,0,0,0,70.28,78.38,65.63,65.63,100,100,100,100,40,48,0,0,0,0,55,60,0,0,70.01,63.33,94.39,95.7,54.76,50,"Atlanta Public Schools",10,26,5,2,43,0.767441860465116,650,15.1162790697674,74,10,3.5,"Atlanta Public Schools",110489,67663.74,62894.34,87.2,10.6,2.2,1,NA,NA,3.5,7.4,25.2,NA,-7.68000000000001
"1070","Lincoln County Elementary School","Lincoln County","Urban","E",-17.41,-16.7,70.25,82.07,53.55,64.66,0,0,0,0,53,68.5,57.94,73.18,0,0,83.71,92.43,32.15,44.64,0,0,0,0,35,50,41.96,54.55,0,0,63.78,72.46,23.33,33.33,"Lincoln County",10,20,7,0,37,0.72972972972973,496,13.4054054054054,62.7,33.1,64.9,"Lincoln County",84440.56,57192.25,66778.5,37.9,36.1,26,1,4680424.96,11032.490234375,49.5,8.8,9.3,1,-17.41
"1071","Lincoln County High School","Lincoln County","Urban","H",-39.51,-37.77,68.21,54.36,30.44,14.85,0,0,0,0,51.64,35.84,60.45,47.68,0,0,78.28,66.84,24.14,29.55,0,0,0,0,17.39,10,22.5,14.29,0,0,39.29,13.8,0,0,"Lincoln County",11,11,10,0,32,0.65625,325,10.15625,58.8,35.4,56.3,"Lincoln County",101065.03,58689.88,59322.28,23.4,36,40.6,1,4145579.39,14339.51953125,35.9000015258789,7.6,8.6,1,-39.51
"1072","Lincoln County Middle School","Lincoln County","Urban","M",-10.46,2.22,63.72,75.6,65.94,65.14,0,0,0,0,50,62.1,58.29,68.34,0,0,72.34,82.99,28.67,37.72,0,0,0,0,58.66,52.89,55.63,55.31,0,0,71.12,73.6,41.89,41.89,"Lincoln County",8,9,6,0,23,0.652173913043478,282,12.2608695652174,57.1,40.4,61.7,"Lincoln County",79791.91,57512.83,60665.48,43.6,39,17.4,1,2635830.45,10729,41.2999992370605,7.2,10.1,1,-10.46
"1073","Lincoln Elementary Magnet School","Dougherty County","Urban","E",-27.45,-14.83,72.81,78.29,57.98,50.84,0,0,0,0,71.95,77.68,72.81,78.29,0,0,0,0,0,0,0,0,0,0,59.05,50.85,57.98,50.84,0,0,0,0,0,0,"Dougherty County",11,7,13,0,31,0.645161290322581,544,17.5483870967742,1.7,96.7,100,"Dougherty County",85763.86,58471.23,71782.54,73.5,21.7,4.8,1,4153696.96,11772.7900390625,58,2.6,9.3,1,-27.45
"1074","Lindley 6th Grade Academy","Cobb County","Urban","M",-23.72,-14.05,53.68,59.1,39.63,35.38,0,0,0,0,53.46,55.8,51.5,57.18,50.46,59.83,66.68,83.34,36.49,39.2,0,0,0,0,39.12,30.53,39.63,35.38,38.95,39.22,0,0,45.83,44.79,"Cobb County",9,23,6,1,39,0.769230769230769,643,16.4871794871795,1.9,55.2,100,"Cobb County",101726.78,66577.5,77717.65,47.9,24.6,27.5,1,5649786.15,11036.599609375,45.2000007629395,14.7,6.3,1,-23.72
"1075","Lindley Middle School","Cobb County","Urban","M",-15.41,-9.43,51.21,53.34,41.78,37.93,0,0,0,0,52.46,52.9,49.22,51.4,48.57,52.42,56.53,63.05,32.95,37.84,0,0,0,0,43.01,35.38,41.78,37.93,38.2,38.82,60.42,53.69,27.55,30.47,"Cobb County",27,33,11,1,72,0.625,1310,18.1944444444444,3.1,55,100,"Cobb County",104757.13,64455.19,75230.21,35.3,22.6,42.1,1,8963399.39,9020.8603515625,45.0999984741211,20.8,5.6,1,-15.41
"1076","Lindsey Elementary School","Houston County","Urban","E",-20.41,-20.11,42.53,53.74,22.42,33.33,0,0,0,0,40.01,48.24,42.53,53.74,50.01,76.32,0,0,31.25,41.67,0,0,0,0,19.35,29.03,22.42,33.33,23.53,47.06,0,0,5.56,8.34,"Houston County",11,9,6,0,26,0.576923076923077,267,10.2692307692308,5.2,64.4,100,"Houston County",100097.66,60701.14,63948.75,28.5,38.6,33,1,3763079.69,18989.75,73.3000030517578,28.6,1.4,1,-20.41
"1077","Lithia Springs Comprehensive High School","Douglas County","Urban","H",-24.41,-13.35,59.57,44.96,46.22,20.55,0,0,78.13,0,55.66,41.25,56.03,42.59,58.83,46.59,69.48,46.49,28.51,17.53,0,0,0,0,47.35,20.27,45.95,22.79,41.46,19.57,57.5,29.41,12.25,11.76,"Douglas County",28,42,15,4,89,0.685393258426966,1603,18.0112359550562,10.9,51.2,63.4,"Douglas County",98306.99,63122.07,69241,30.9,24.6,44.5,1,11169882.1,9734.7998046875,34.5,12.7,8.1,1,-24.41
"1078","Lithia Springs Elementary School","Douglas County","Urban","E",-19.05,-30.5,69.8,61.84,39.3,42.79,0,0,0,0,82.03,68.55,68.27,61.07,57.49,60.29,68.61,50.01,47.92,39.58,0,0,0,0,48.49,46.22,38.29,41.14,32.52,39.32,39.71,48.53,37.76,35.72,"Douglas County",23,13,3,1,40,0.425,562,14.05,16.2,32.9,77.9,"Douglas County",88854.75,55230.97,59445.76,27.9,45,27,1,4758626.96,11418.41015625,44.4000015258789,14.6,5.4,1,-19.05
"1079","Lithonia High School","DeKalb County","Urban","H",-20.38,-4.49,49.73,32.71,45.24,12.33,0,0,0,0,50.22,31.8,48.81,31.99,43.14,45.75,0,0,23.45,13.99,0,0,0,0,47.3,12.05,44.15,12.28,36.12,0,0,0,13.8,12.5,"DeKalb County",23,45,15,6,89,0.741573033707865,1471,16.5280898876404,0.8,92.3,69.6,"DeKalb County",95853.25,64750,77728.27,37,22.5,40.5,1,11572062.22,12090.3896484375,49.2000007629395,12.5,3.9,1,-20.38
"1080","Lithonia Middle School","DeKalb County","Urban","M",-14.14,-7.8,40.29,36.21,32.49,22.07,0,0,0,0,39.97,36.04,38.85,35.22,46.88,41.5,0,0,24.82,20.48,0,0,0,0,32.65,21.94,32.49,22.07,18.52,14.81,0,0,37.81,32.14,"DeKalb County",20,33,11,5,69,0.710144927536232,1321,19.1449275362319,0.6,90.6,100,"DeKalb County",98852.88,63842.69,78781.39,32.9,23.8,43.3,1,9055911.19,11326.919921875,61.5999984741211,12.2,3.3,1,-14.14
"1081","Little Mill Middle School","Forsyth County","Urban","M",-17.82,-15.23,82.2,82.76,66.97,64.94,0,0,0,0,0,0,66.44,64.94,67.66,68.86,85.71,86.57,49.34,46.69,0,0,0,0,26.47,29.41,49.36,46.99,50.28,52.61,73.01,69.67,32.23,34.59,"Forsyth County",14,30,16,0,60,0.766666666666667,978,16.3,71.7,2.1,31.7,"Forsyth County",95739.26,63478.08,67193.31,40.3,40.2,19.5,1,8054355.67,10035.740234375,13.6999998092651,10.4,15.7,1,-17.82
"1082","Little River Elem.","Cherokee County","Urban","E",-9.97,-8.2,83.61,89.17,75.41,79.2,0,0,100,100,66.94,65.25,61.73,69.93,73.02,81.35,87.28,92.17,30.91,40.57,0,0,87.18,92.31,61.64,62.79,55.56,58.74,53.09,57.08,81.77,86.46,27.93,33.78,"Cherokee County",43,44,11,3,101,0.574257425742574,1396,13.8217821782178,58.5,7.7,19.3,"Cherokee County",90383.9,63884.25,77991.2,46.2,37.9,15.9,1,10726757.21,10223.830078125,7.59999990463257,9.9,11.5,1,-9.97
"1083","Live Oak Elementary","Newton County","Urban","E",-16.88,-8.37,52.89,52.8,44.52,35.92,0,0,0,0,52.06,52.7,49.88,50.12,61.68,53.33,0,0,25.39,30.01,0,0,0,0,43.3,34.29,43.17,35.2,46.67,46.67,0,0,37.94,37.94,"Newton County",25,30,8,0,63,0.603174603174603,958,15.2063492063492,2.7,87.3,84.1,"Newton County",90661.15,54088.05,74209.79,50.6,27,22.3,1,7813345.4,11064.73046875,56.5,19.7,3.5,1,-16.88
"1084","Live Oak Elementary School","Dougherty County","Urban","E",-25.27,-21.68,55.45,67.76,33.77,42.49,0,0,0,0,54,66.5,55.45,67.76,0,0,0,0,60.53,53.95,0,0,0,0,33.53,41.72,33.77,42.49,0,0,0,0,26.92,32.7,"Dougherty County",22,13,8,2,45,0.511111111111111,729,16.2,4.5,87.1,100,"Dougherty County",80751,53346.27,65483.36,38,31.6,30.5,1,4923815.38,11482.6298828125,71.3000030517578,13.1,3.6,1,-25.27
"1085","Livingston Elementary School","Newton County","Urban","E",-29.51,-27.76,54.18,60.16,26.42,30.65,0,0,0,0,52.54,59.78,52.87,61.8,0,0,56.9,60.35,18.92,22.97,0,0,0,0,22.23,26.93,23.64,29.73,0,0,37.5,35,3.13,12.5,"Newton County",11,16,7,0,34,0.676470588235294,424,12.4705882352941,13.9,72.4,86.1,"Newton County",98783.22,56737.56,69273.84,47.2,31.8,21,1,4225561.26,13434.2802734375,54.2999992370605,21.8,9,1,-29.51
"1086","Livsey Elementary School","DeKalb County","Urban","E",-26.31,-26.33,87.07,89.86,60.74,63.55,0,0,0,0,83.35,93.34,70.31,69.54,72.62,63.09,100,100,50.01,62.51,0,0,0,0,0,0,44.57,45.66,25,27.78,92.56,92.56,25,25,"DeKalb County",8,20,6,0,34,0.764705882352941,347,10.2058823529412,38.6,18.4,38.6,"DeKalb County",93453.56,65938.23,76612.85,85,11.5,3.5,1,4228052.65,16834.560546875,18,11.8,14.9,1,-26.31
"1087","Lockheed Elementary School","Marietta City","","E",-19.77,-17.13,52.42,57.97,35.29,38.2,0,0,0,0,51.64,57.32,52.97,58.88,47.97,56.11,93.34,73.35,13.26,21.54,0,0,0,0,36.52,31.74,34.4,38.98,34.27,43.1,0,0,12.16,9.73,"Marietta City",35,17,8,0,60,0.416666666666667,839,13.9833333333333,5.6,45.3,72.6,"Marietta City",96104.93,59074.24,70107.84,49.8,38.6,11.6,1,7583191.72,13967.0595703125,41.7999992370605,32.5,3.4,NA,-19.77
"1088","Locust Grove Elementary School","Henry County","Urban","E",-23.59,-15.57,55.3,56.02,39.73,32.43,0,0,0,0,50.98,50,46.75,50.01,48.14,44.45,63.19,68.07,18.06,26.39,0,0,0,0,37.4,30.67,35.04,30.18,41.67,31.25,50,40,21.43,19.64,"Henry County",13,16,4,0,33,0.606060606060606,571,17.3030303030303,21.9,57.6,55.3,"Henry County",99362.3,52899.11,68858.67,47.6,37.3,15.1,1,4924712.86,11401.4697265625,44.0999984741211,21.7,8.6,1,-23.59
"1089","Locust Grove High","Henry County","Urban","H",-16.82,-11.68,71.06,41.03,59.38,24.21,0,0,0,0,61.03,28.25,57.3,31.98,66.18,36.88,76.09,48.12,34.25,18.19,0,0,0,0,49.06,15.55,44.1,19.27,56.25,26.09,64.4,29.62,27.9,20.84,"Henry County",22,37,16,4,79,0.721518987341772,1653,20.9240506329114,53.5,31.8,33.7,"Henry County",92548.22,59456,74188.88,35.8,27.9,36.3,1,11493934.08,8823.1103515625,21.8999996185303,11.9,13,1,-16.82
"1090","Locust Grove Middle","Henry County","Urban","M",-4.08,-6.36000000000001,63.84,56.85,57.48,52.77,0,0,0,0,50.9,41.84,53.4,46.51,64.38,57.48,70.29,64.78,35.32,30.02,0,0,0,0,45.09,34.63,45,40,61.1,42.87,63.97,65.09,31.19,35,"Henry County",25,22,9,3,59,0.576271186440678,1149,19.4745762711864,48,37.2,39.7,"Henry County",93162.2,58752.9,65882.94,64.1,28.3,7.6,1,7916922.2,8434.8798828125,26.2999992370605,15.5,16.3,1,-4.08
"1091","Loganville Elementary School","Walton County","Urban","E",-8.67999999999999,-14.48,88.08,97.35,73.6,88.67,0,0,0,0,79.12,86.09,74.89,86.94,69.15,91.5,92.3,100,54,69,0,0,0,0,66.9,78.17,59.73,71.47,60.98,69.51,78.09,93.32,33.06,59.68,"Walton County",11,32,19,1,63,0.825396825396825,1003,15.9206349206349,64.1,17.7,32.8,"Walton County",104751,67734.46,74020.98,54.7,35.7,9.6,1,6918747.85,8831.509765625,20.2000007629395,11.1,16.8,1,-8.67999999999999
"1092","Loganville High School","Walton County","Urban","H",-15.89,-5.27,87.5,84.66,82.23,68.77,0,0,100,85,77.9,76.58,74.28,71.12,77.72,76.12,92.13,89.51,47.66,43.77,0,0,0,0,76.62,57.65,68.04,55.88,65.1,58.21,89.26,74.33,32.62,24.29,"Walton County",21,34,32,5,92,0.771739130434783,1827,19.8586956521739,57.1,23.3,28.9,"Walton County",111882.62,68855.96,75566.27,35.7,39.8,24.4,1,12324718.43,8603.41015625,14.6000003814697,9.2,16.7,1,-15.89
"1093","Loganville Middle School","Walton County","Urban","M",-13.74,-9.55,77.48,87.18,67.93,73.44,0,0,83.34,97.63,69.33,73.96,66.05,72.33,69.81,74.68,80.99,92.89,31.61,41.51,0,0,80.44,93.48,59.66,54.94,55.85,59.61,55.56,56.95,72.32,81.16,29.12,35.1,"Walton County",17,25,30,3,75,0.773333333333333,1479,19.72,57.1,22,37.6,"Walton County",100123.68,66825.1,69457.6,35,36.4,28.7,1,9487892.22,8198.33984375,20.2000007629395,9.6,21.8,1,-13.74
"1094","Long Branch Elementary School","Lumpkin County","Rural","E",-12.35,-1.83,70.86,75.13,69.03,62.78,0,0,0,0,0,0,62.3,71.2,0,0,71.85,76.85,29.42,39.71,0,0,0,0,0,0,53.97,50,0,0,69.4,62.13,46.89,46.89,"Lumpkin County",7,12,12,1,32,0.78125,412,12.875,89.6,1,50.7,"Lumpkin County",93370,63656.41,68702.86,44.4,42.2,13.3,1,4811102.17,14942.5498046875,41.0999984741211,29.2,5.5,0,-12.35
"1095","Long Cane Elementary School","Troup County","Rural","E",-9.51,-11.35,76.12,79.39,64.77,69.88,0,0,0,0,48.79,51.22,61.67,67.51,0,0,82.05,85.91,40,48,0,0,0,0,44.12,47.05,59.6,66.4,0,0,69.27,73.17,44.44,52.78,"Troup County",6,18,10,0,34,0.823529411764706,575,16.9117647058824,77.2,12.7,48.2,"Troup County",92837.52,59243.91,61925.89,48.2,39.3,12.5,1,4011378.33,9457.6396484375,29.3999996185303,12.1,8,0,-9.51
"1096","Long Cane Middle School","Troup County","Rural","M",-16.97,-5.23,55.86,64.59,50.63,47.62,0,0,93.33,100,40.22,43.49,47.14,54.75,51.44,77.15,66.07,77.36,29.09,38.27,0,0,0,0,33.19,28.48,37.01,33.47,52.18,58.89,62.29,58.96,18.93,17,"Troup County",23,25,14,2,64,0.640625,1111,17.359375,50,38.3,52.6,"Troup County",87188.46,57349.85,60932.65,39.9,37.5,22.6,1,7250554.64,8789.0498046875,38.9000015258789,10.2,15.3,0,-16.97
"1097","Long County High School","Long County","Urban","H",5.18,-25.34,72.96,54.82,47.62,60,0,0,0,0,64.51,43.63,69.02,49.85,61.19,47.86,80.77,62.41,31.15,26.57,0,0,0,0,47.83,55.56,35,54.96,31.25,50.01,48.18,63.8,22.23,42,"Long County",26,24,6,1,57,0.543859649122807,1154,20.2456140350877,43.8,30.8,64.4,"Long County",72034.57,53855.86,61127.07,66.9,23.3,9.8,1,7133257.94,7731.6201171875,30.1000003814697,14.9,3.5,1,5.18
"1098","Long County Middle School","Long County","Urban","M",-23.96,-15.77,64.87,69.61,49.1,45.65,0,0,0,0,57.12,59.69,60.19,65.01,63.84,68.1,67.71,73.51,33.65,39.1,0,0,0,0,40.98,36.5,41.97,38.97,44.44,41.77,50.67,50.9,29.66,31.17,"Long County",16,25,10,3,54,0.703703703703704,1058,19.5925925925926,45.5,27.8,64.3,"Long County",74326.03,53840.79,63558.52,63,29.9,7.1,1,6308287.2,7707.740234375,32,17.6,4.5,1,-23.96
"1099","Long Middle School","Atlanta Public Schools","","M",-23.18,-18.21,37.82,35.01,19.61,11.83,0,0,0,0,36.67,33.78,37.82,35.01,53.2,51.08,0,0,18.81,16.81,0,0,0,0,18.7,11.11,19.61,11.83,0,0,0,0,6.76,6.95,"Atlanta Public Schools",32,14,10,3,59,0.457627118644068,828,14.0338983050847,0.4,92,100,"Atlanta Public Schools",98670,61724.51,78888.26,14,16.1,69.9,1,NA,NA,79.6999969482422,14.8,5.3,NA,-23.18
"1100","Lonnie Jackson Academy","Muscogee County","Urban","E",-26.3,-20.64,40.06,45.21,19.42,18.91,0,0,0,0,36.95,43.89,40.06,45.21,0,0,0,0,24.14,25.87,0,0,0,0,20,22.38,19.42,18.91,0,0,0,0,0,2.94,"Muscogee County",15,10,2,0,27,0.444444444444444,367,13.5925925925926,8.4,83.1,100,"Muscogee County",98568,49423.36,66764.22,27.2,31.9,40.9,1,2795292.85,11387.4501953125,66,17.3,2.2,1,-26.3
"1101","Lorraine Elementary School","Rockdale County","Urban","E",-28.23,-26.81,73.89,69.85,47.08,41.62,0,0,0,0,74.06,66.19,65.91,64.47,76.32,81.59,70.93,72.68,23.92,32.61,0,0,0,0,40.1,38.61,33.75,26.29,36.67,30,58.33,48.87,20.97,20.01,"Rockdale County",16,20,11,1,48,0.666666666666667,587,12.2291666666667,21,57.8,41.9,"Rockdale County",88114,61747.13,67772.99,57.1,26.4,16.5,1,5328173.59,12749.5498046875,32,9.4,8.3,1,-28.23
"1102","Lost Mountain Middle School","Cobb County","Urban","M",-26.52,-16.02,96.05,100,80.03,73.48,0,0,100,100,85.25,88.86,77.2,78.96,82.31,91.55,99.24,100,62.03,66.52,0,0,91.67,81.67,66.8,55.69,80.03,73.48,86.54,77,81.81,77.48,38.76,44.71,"Cobb County",23,21,15,0,59,0.610169491525424,1072,18.1694915254237,63.2,19,100,"Cobb County",109292.13,69810.74,78567.6,83.7,14.6,1.8,1,7637117.7,9060.3095703125,6.30000019073486,5.3,32.1,1,-26.52
"1103","Louisville Academy","Jefferson County","Rural","E",-10.64,-14.75,40.33,42.51,25.58,31.87,0,0,0,0,30.9,33.12,40.33,42.51,0,0,62.91,61.3,13.16,19.73,0,0,0,0,21.98,27.47,25.58,31.87,0,0,38.47,44.24,6.25,9.38,"Jefferson County",20,11,3,0,34,0.411764705882353,379,11.1470588235294,18.7,74.7,100,"Jefferson County",87723.69,53127.65,70300.67,45.4,36.9,17.7,1,3956147.7,12959.490234375,67.1999969482422,18,2.6,0,-10.64
"1104","Lovejoy High School","Clayton County","Urban","H",-10.08,-9.89,59.39,34.49,49.5,24.41,0,0,70,0,57.73,33.46,59.39,34.49,61.77,34.15,69.45,43.76,26.64,13.92,0,0,0,0,47.37,23.61,49.5,24.41,55.18,32.41,0,0,10,6.48,"Clayton County",32,36,9,9,86,0.627906976744186,1977,22.9883720930233,2,81.3,100,"Clayton County",110198.69,59610.15,73371.38,50.8,20.9,28.3,1,10896938.11,8486.2001953125,39.9000015258789,9.9,5.3,1,-10.08
"1105","Lovejoy Middle School","Clayton County","Urban","M",-10.25,-10.76,46.71,36.48,35.95,26.23,0,0,0,0,44.12,33.88,46.71,36.48,51.92,40.96,0,0,22.84,16.67,0,0,0,0,35.94,26.73,35.95,26.23,39.13,27.28,0,0,30.96,28.57,"Clayton County",16,12,5,2,35,0.542857142857143,598,17.0857142857143,1.7,72.9,100,"Clayton County",102955.19,59564.64,58666.75,57,21.4,21.6,1,4657482.82,11024.650390625,54.5999984741211,9.5,4.1,1,-10.25
"1106","Lovin Elementary School","Gwinnett County","Urban","E",-21.36,-12.77,73.08,75.91,60.31,54.55,0,0,70,88,75.7,74.52,67.89,71.19,65.35,70.29,76.2,82.75,36.12,36.12,0,0,0,0,63.97,52.58,58.48,51.46,52.91,46.38,59.18,65.64,34.91,37.74,"Gwinnett County",19,36,17,0,72,0.736111111111111,924,12.8333333333333,13.4,54.4,57.6,"Gwinnett County",96039.32,64170.54,75023.6,75.8,19.5,4.8,1,8386745.75,11504.5498046875,22.6000003814697,13.7,8.1,1,-21.36
